,product_name,year,varietal,origin,price,rating,rating_count
306,Domaine Saint Prefert Chateauneuf-du-Pape Collection Charles Giraud,2019,Rhone Red Blends,France,165,0.0,0
307,Purlieu Backstoffer Georges III Cabernet Sauvignon,2018,Cabernet Sauvignon,California,209,0.0,0
308,Altesino Brunello di Montalcino Riserva,2016,Sangiovese,Italy,129,0.0,0
309,Cune Imperial Gran Reserva Rioja,2015,Tempranillo,Spain,92,4.8,7
310,Angeline California Pinot Noir,2021,Pinot Noir,California,15,0.0,0
311,Chateau Palmer,2015,Bordeaux Red Blends,France,384,4.4,18
312,Palacios Remondo La Montesa,2018,Grenache,Spain,20,4.1,148
313,Chateau Pibran,2019,Bordeaux Red Blends,France,39,0.0,0
314,Stag's Leap Wine Cellars Cask 23 Cabernet Sauvignon,2014,Cabernet Sauvignon,California,329,4.5,32
315,Paradigm Cabernet Sauvignon,2018,Cabernet Sauvignon,California,85,4.5,5
316,Castello di Monsanto Chianti Classico Riserva,2018,Sangiovese,Italy,32,4.2,36
317,Mazzei Fonterutoli Concerto,2016,Tuscan Blends,Italy,69,0.0,0
318,Sine Qua Non Stockholm Syndrome Eleven Confession Vineyard Grenache,2010,Grenache,California,"1,289",0.0,0
319,Chateau de Bligny Brut Grande,Reserve,Non-Vintage Sparkling Wine,France,50,4.2,34
320,Domaine du Grand Bourjassot Gigondas Cuvee Cecile,2017,Rhone Red Blends,France,40,4.2,10
321,Amapola Creek Jos. Belli Vineyards Chardonnay,2017,Chardonnay,California,49,4.1,8
322,Famille Perrin Chateauneuf-du-Pape Les Sinards,2019,Rhone Red Blends,France,50,3.9,12
323,La Rioja Alta Vina Arana Rioja Gran Reserva,2014,Tempranillo,Spain,46,4.0,108
324,Chateau Pavie Macquin,2015,Bordeaux Red Blends,France,93,4.1,45
325,Petra Zingari Toscana,2018,Tuscan Blends,Italy,20,4.0,101
326,Veuve Clicquot Vintage Brut Rose,2012,Sparkling Rosé,France,105,4.6,26
327,Miraval Rose,2021,Rosé,France,28,3.9,65
328,Vignoble Malidain Sensation de Grandlieu Muscadet Sur Lie,2018,Melon de Bourgogne,France,19,0.0,0
329,Corison Cabernet Sauvignon,2019,Cabernet Sauvignon,California,109,0.0,0
330,Antinori Pian delle Vigne Brunello di Montalcino,2016,Sangiovese,Italy,85,0.0,0
331,Inniskillin Gold Vidal Icewine (375ML half-bottle),2019,Other Dessert,Canada,85,4.1,8
332,Dom Perignon Rose with Gift Box,2008,Sparkling Rosé,France,449,0.0,0
333,Inniskillin Cabernet Franc Icewine (375ML half-bottle),2019,Other Dessert,Canada,109,5.0,5
334,Bollinger R.D. Extra Brut with Gift Box,2007,Vintage Sparkling Wine,France,299,0.0,0
335,Louis Latour Marsannay Rouge,2019,Pinot Noir,France,39,4.8,29
336,Chateau d'Esclans Whispering Angel Rose,2021,Rosé,France,24,4.1,101
337,Le Grand Courtage Blanc de Blancs,Brut,Non-Vintage Sparkling Wine,France,25,3.8,380
338,Gosset Grande Reserve,Brut,Non-Vintage Sparkling Wine,France,70,4.2,74
339,Cervantes Cabernet Sauvignon,2018,Cabernet Sauvignon,California,179,5.0,23
340,Vietti Barolo Castiglione,2018,Nebbiolo,Italy,75,4.6,5
341,Pine Ridge Chenin Blanc - Viognier,2021,Other White Blends,California,16,4.2,113
342,Chateau de Beaucastel Chateauneuf-du-Pape Vieilles Vignes Roussanne,2020,Roussanne,France,199,0.0,0
343,Borgo Scopeto Chianti Classico,2018,Sangiovese,Italy,21,3.9,256
344,Arterberry Maresh Maresh Vineyard Pinot Noir,2018,Pinot Noir,Oregon,79,0.0,0
345,Hall Coeur Cabernet Sauvignon,2018,Cabernet Sauvignon,California,64,0.0,0
346,Four Graces Pinot Noir,2019,Pinot Noir,Oregon,29,3.8,49
347,Chateau Pavie,2005,Bordeaux Red Blends,France,613,4.4,21
348,Ao Yun Shangri-La,2014,Bordeaux Red Blends,China,299,4.8,7
349,Bond Melbury (1.5 Liter Magnum),2015,Bordeaux Red Blends,California,"1,569",0.0,0
350,Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso Riserva Santa Caterina d'Oro,2016,Sangiovese,Italy,199,0.0,0
351,Opaque Darkness Red Wine,2018,Other Red Blends,California,30,4.4,33
352,Chateau Lafite Rothschild (1.5 Liter Magnum),2017,Bordeaux Red Blends,France,"1,499",0.0,0
353,Antinori Peppoli Chianti Classico,2019,Sangiovese,Italy,23,4.0,37
354,Vie di Romans Piere Sauvignon Blanc,2019,Sauvignon Blanc,Italy,37,4.1,5
355,J. Lohr Estates Seven Oaks Cabernet Sauvignon,2019,Cabernet Sauvignon,California,16,4.1,208
356,Chateau Haut-Brion,2016,Bordeaux Red Blends,France,809,4.2,20
357,Chateau Pape Clement,2016,Bordeaux Red Blends,France,123,4.5,50
358,Alvear Pedro Ximenez 1927 (375ML,half-bottle),Other Dessert,Spain,34,4.3,292
359,Tenuta di Nozzole Chianti Classico Riserva,2019,Sangiovese,Italy,25,0.0,0
360,Beaux Freres Belles Soeurs Pinot Noir,2019,Pinot Noir,Oregon,99,0.0,0
361,Chateau Labegorce,2018,Bordeaux Red Blends,France,39,4.2,24
362,Domaine Grand Veneur Chateauneuf-du-Pape Vieilles Vignes,2018,Rhone Red Blends,France,133,4.5,5
363,Chateau de Saint Cosme Cote Rotie,2019,Syrah/Shiraz,France,100,4.6,6
364,Livio Felluga Pinot Grigio,2020,Pinot Gris/Grigio,Italy,27,4.0,14
365,Castello di Monsanto Il Poggio Chianti Classico Gran Selezione,2017,Sangiovese,Italy,85,0.0,0
366,Ceretto Barolo,2017,Nebbiolo,Italy,75,5.0,23
367,M. Chapoutier Hermitage Monier de la Sizeranne,2016,Syrah/Shiraz,France,159,5.0,21
368,Newton Single Vineyard Mt. Veeder Cabernet Sauvignon,2016,Cabernet Sauvignon,California,210,0.0,0
369,Chateau Vignelaure Coteaux d'Aix en Provence Rose,2021,Rosé,France,21,4.7,24
370,Montes Purple Angel Apalta Vineyard Carmenere,2018,Carmenere,Chile,100,4.2,39
371,Zenato Amarone,2017,Other Red Blends,Italy,64,4.3,8
372,Schramsberg Blanc de Blancs,2019,Vintage Sparkling Wine,California,42,0.0,0
373,Laurent-Perrier Ultra,Brut,Non-Vintage Sparkling Wine,France,80,4.5,63
374,Orin Swift Cellars Abstract,2020,Other Red Blends,California,43,4.2,74
375,Zuccardi Concreto Malbec,2019,Malbec,Argentina,40,3.6,134
376,Flowers Sonoma Coast Chardonnay,2021,Chardonnay,California,49,0.0,0
377,Champagne Marion-Bosser Brut Premier Cru,2012,Vintage Sparkling Wine,France,98,0.0,0
378,Chateau Cos d'Estournel,2009,Bordeaux Red Blends,France,379,4.4,12
379,Domaine du Pegau Chateauneuf-du-Pape Cuvee Reservee,2019,Rhone Red Blends,France,89,0.0,0
380,Nautilus Sauvignon Blanc,2021,Sauvignon Blanc,Zealand,21,4.2,35
381,Rombauer Chardonnay (1.5 Liter Magnum),2021,Chardonnay,California,89,0.0,0
382,Castellani Chianti Classico Riserva,2017,Sangiovese,Italy,17,4.1,73
383,Donatella Cinelli Colombini Brunello di Montalcino,2015,Sangiovese,Italy,75,4.7,11
384,Ziobaffa Organic Pinot Grigio,2021,Pinot Gris/Grigio,Italy,13,4.7,48
385,Bryant Family Bettina Proprietary Red,2014,Bordeaux Red Blends,California,499,0.0,0
386,Henriot Cuvee Hemera with Gift Box,2006,Vintage Sparkling Wine,France,200,0.0,0
387,Chateau Pavie,2010,Bordeaux Red Blends,France,459,4.3,10
388,Domaine Roux Pere & Fils Santenay Beaurepaire Premier Cru,2019,Pinot Noir,France,44,4.8,30
389,Henri Bourgeois Sancerre La Cote des Monts Damnes,2018,Sauvignon Blanc,France,43,4.4,39
390,Henri Bourgeois Sancerre La Cote des Monts Damnes,2019,Sauvignon Blanc,France,44,4.3,86
391,Gruet Brut,Rose,Sparkling Rosé,U.S.,16,4.2,324
392,Felsina Chianti Classico Riserva Rancia,2018,Sangiovese,Italy,60,4.3,5
393,Marietta Cellars Christo,2018,Rhone Red Blends,California,24,3.8,117
394,Guigal Cotes du Rhone Rouge,2018,Rhone Red Blends,France,14,3.8,41
395,Spottswoode Cabernet Sauvignon,2019,Cabernet Sauvignon,California,244,0.0,0
396,Louis Roederer Brut Vintage with Gift Box,2014,Vintage Sparkling Wine,France,89,4.5,5
397,Von Strasser Reserve Red Wine,2015,Bordeaux Red Blends,California,135,0.0,0
398,OZV Old Vine Zinfandel,2020,Zinfandel,California,15,3.7,19
399,Ridge Monte Bello,2019,Bordeaux Red Blends,California,249,4.2,5
400,Groth Reserve Cabernet Sauvignon,2018,Cabernet Sauvignon,California,155,0.0,0
401,Champagne Andre Clouet Brut Rose No.,3,Sparkling Rosé,France,55,0.0,0
402,Bisol Jeio Prosecco,Brut,Non-Vintage Sparkling Wine,Italy,15,4.3,207
403,Obsidian Ridge Cabernet Sauvignon,2019,Cabernet Sauvignon,California,38,4.1,45
404,Avaline Red,Blend,Rhone Red Blends,France,24,3.8,284
405,Tiefenbrunner Pinot Grigio,2021,Pinot Gris/Grigio,Italy,17,4.2,16
406,Chalone Estate Chardonnay,2020,Chardonnay,California,30,4.3,5
407,Don Melchor Cabernet Sauvignon,2019,Cabernet Sauvignon,Chile,150,4.1,18
408,Domaine Carneros Brut,2018,Vintage Sparkling Wine,California,32,4.5,7
409,Silk and Spice Red Blend,2020,Other Red Blends,Portugal,12,4.0,95
410,Ferrari,Brut,Non-Vintage Sparkling Wine,Italy,28,4.1,232
411,Chimney Rock Stags Leap District Cabernet Sauvignon,2018,Cabernet Sauvignon,California,99,4.5,55
412,Sella & Mosca Cannonau di Sardegna Riserva,2019,Grenache,Italy,17,4.0,61
413,Duckhorn Napa Valley Cabernet Sauvignon (6 Liter Bottle),2016,Cabernet Sauvignon,California,899,0.0,0
414,Grgich Hills Estate Sauvignon Blanc,2019,Sauvignon Blanc,California,28,5.0,5
415,Dei Vino Nobile di Montepulciano,2018,Sangiovese,Italy,34,4.0,36
416,Vina Real Crianza,2018,Tempranillo,Spain,17,4.2,28
417,K Vintners The Deal Syrah,2019,Syrah/Shiraz,Washington,34,3.8,12
418,Chateau Lynch-Bages,2015,Bordeaux Red Blends,France,154,4.4,8
419,Patz & Hall Dutton Ranch Chardonnay,2018,Chardonnay,California,49,0.0,0
420,Avignonesi Grifi,2018,Tuscan Blends,Italy,57,3.8,10
421,Taylor Fladgate 20 Year Old,Tawny,Port,Portugal,55,4.5,309
422,Chateau Sansonnet,2019,Bordeaux Red Blends,France,36,4.4,5
423,Darioush Signature Cabernet Sauvignon,2019,Cabernet Sauvignon,California,145,0.0,0
424,Domaine de Chevalier,2018,Bordeaux Red Blends,France,94,4.4,39
425,Chateau Rauzan-Segla,2015,Bordeaux Red Blends,France,144,4.4,35
426,Marques de Murrieta Castillo Ygay Gran Reserva Especial,2011,Tempranillo,Spain,229,3.9,7
427,Domaine de Chevalier,2016,Bordeaux Red Blends,France,85,4.2,28
428,Umani Ronchi Terre di Chieti Vellodoro Pecorino,2020,Other White Wine,Italy,16,3.8,61
429,Kosta Browne Sta. Rita Hills Pinot Noir,2020,Pinot Noir,California,109,5.0,5
430,Chateau Leoville Poyferre,2009,Bordeaux Red Blends,France,289,4.3,23
431,Alexana Terroir Selection Pinot Noir,2019,Pinot Noir,Oregon,34,4.2,21
432,Heitz Cellar Martha's Vineyard Cabernet Sauvignon,2016,Cabernet Sauvignon,California,299,0.0,0
433,Calera Jensen Vineyard Pinot Noir,2019,Pinot Noir,California,99,0.0,0
434,K Vintners Art Den Hoed Viognier,2021,Viognier,Washington,22,3.9,6
435,SYLTBAR Mr.,Prosecco,Non-Vintage Sparkling Wine,Italy,19,4.3,82
436,Orin Swift Cellars 8 Years in the Desert,2021,Other Red Blends,California,49,4.9,6
437,Chateau Rieussec Sauternes,2019,Other Dessert,France,119,0.0,0
438,Chateau de Saint Cosme Gigondas,2019,Rhone Red Blends,France,58,4.1,21
439,Provenance Vineyards Napa Valley Merlot,2017,Merlot,California,40,3.9,52
440,Dunn Howell Mountain Cabernet Sauvignon,2018,Cabernet Sauvignon,California,175,0.0,0
441,Alvaro Palacios Camins del Priorat,2020,Other Red Blends,Spain,26,4.0,95
442,Tour Saint Christophe,2019,Bordeaux Red Blends,France,41,3.8,8
443,Alexana Revana Vineyard Pinot Noir,2018,Pinot Noir,Oregon,65,0.0,0
444,Cloudy Bay Sauvignon Blanc,2022,Sauvignon Blanc,Zealand,39,0.0,0
445,Marques de Murrieta Rioja Reserva,2017,Tempranillo,Spain,28,4.4,11
446,Louis Jadot Macon-Villages,2020,Chardonnay,France,15,3.7,96
447,Chateau Brane-Cantenac,2019,Bordeaux Red Blends,France,79,0.0,0
448,Shafer Hillside Select Cabernet Sauvignon,2014,Cabernet Sauvignon,California,329,4.2,17
449,Wente Morning Fog Chardonnay,2021,Chardonnay,California,18,4.0,37
450,Luigi Baudana Langhe Dragon Bianco,2021,Other White Blends,Italy,23,0.0,0
451,Chateau LaTour-Martillac,2015,Bordeaux Red Blends,France,42,4.2,53
452,Seghesio Old Vine Zinfandel,2018,Zinfandel,California,40,4.0,10
453,Vietti Roero Arneis,2021,Arneis,Italy,23,4.3,40
454,Chateau Mouton Rothschild,2009,Bordeaux Red Blends,France,949,4.7,9
455,Chemistry Pinot Noir Rose,Bubbles,Sparkling Rosé,Oregon,22,4.4,12
456,Argyle Reserve Pinot Noir (375ML half-bottle),2018,Pinot Noir,Oregon,15,3.8,6
457,Val di Suga Brunello di Montalcino,2016,Sangiovese,Italy,105,0.0,0
458,Chateau Pape Clement,2015,Bordeaux Red Blends,France,134,4.5,75
459,Masciarelli Montepulciano d'Abruzzo,2019,Montepulciano,Italy,12,3.6,72
460,Kanonkop Kadette Cape Blend,2019,Other Red Blends,Africa,16,3.7,52
461,Penfolds Quantum Bin 98 Cabernet Sauvignon,2018,Cabernet Sauvignon,Other,699,0.0,0
462,Paul Hobbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon,2017,Cabernet Sauvignon,California,499,0.0,0
463,Vasse Felix Heytesbury Chardonnay,2020,Chardonnay,Australia,89,0.0,0
464,Finca Decero Remolinos Vineyard Malbec,2018,Malbec,Argentina,22,3.5,50
465,Orin Swift Cellars Papillon (1.5 Liter Magnum),2019,Bordeaux Red Blends,California,179,0.0,0
466,Trefethen Dragon's Tooth Red Blend,2018,Bordeaux Red Blends,California,65,4.3,48
467,Martin Ray Diamond Mountain Cabernet Sauvignon,2019,Cabernet Sauvignon,California,90,4.1,14
468,Shannon Ridge High Elevation Petite Sirah,2019,Petite Sirah,California,23,3.9,47
469,Famille Perrin Cotes du Rhone Villages Rouge,2019,Rhone Red Blends,France,15,3.8,60
470,Tenuta San Guido Guidalberto,2020,Bordeaux Red Blends,Italy,70,0.0,0
471,Saracco Moscato d'Asti,2021,Muscat,Italy,17,4.1,55
472,King Estate Willamette Valley Pinot Gris,2021,Pinot Gris/Grigio,Oregon,19,4.2,23
473,Lucien Albrecht Cremant d'Alsace Brut,Rose,Sparkling Rosé,France,24,4.1,685
474,Jean-Marc Burgaud Beaujolais-Villages Vignes de Lantignie,2021,Gamay,France,22,0.0,0
475,Emmolo Merlot,2020,Merlot,California,55,0.0,0
476,Giant Steps Yarra Valley Pinot Noir,2021,Pinot Noir,Australia,49,4.0,10
477,Louis Martini Sonoma Cabernet Sauvignon,2019,Cabernet Sauvignon,California,19,4.2,26
478,Quilt Cabernet Sauvignon,2019,Cabernet Sauvignon,California,55,4.5,79
479,Produttori del Barbaresco Barbaresco,2018,Nebbiolo,Italy,49,4.4,16
480,Sketchbook Pinot Noir,2020,Pinot Noir,California,20,4.0,9
481,Sojourn Rodgers Creek Pinot Noir,2019,Pinot Noir,California,49,4.2,6
482,Dom Perignon P2 Vintage in Gift Box,2000,Vintage Sparkling Wine,France,729,4.3,20
483,Bibi Graetz Colore 20th Anniversary Label,2019,Tuscan Blends,Italy,249,5.0,22
484,Bodegas Muga Reserva,2018,Tempranillo,Spain,33,4.2,43
485,Jean Vesselle Brut,Reserve,Non-Vintage Sparkling Wine,France,49,4.8,8
486,K Vintners The Beautiful Syrah,2019,Syrah/Shiraz,Washington,60,0.0,0
487,Domaine de la Beche Morgon Vieilles Vignes,2020,Gamay,France,17,4.1,11
488,Luca Old Vine Malbec,2019,Malbec,Argentina,36,4.2,12
489,Chateau Grand-Pontet,2016,Bordeaux Red Blends,France,34,4.2,105
490,Pommery Brut,Royal,Non-Vintage Sparkling Wine,France,49,4.4,128
491,Chandon Brut,Rose,Sparkling Rosé,California,26,4.1,330
492,Realm Cellars The Bard,2018,Bordeaux Red Blends,California,155,4.0,30
493,Tolaini Al Passo Toscana,2018,Tuscan Blends,Italy,27,3.9,51
494,Penfolds Grandfather Rare Tawny in Gift,Box,Port,Australia,99,4.7,62
495,Louis Roederer Cristal Brut,2014,Vintage Sparkling Wine,France,359,0.0,0
496,Silverado SOLO Cabernet Sauvignon,2016,Cabernet Sauvignon,California,129,0.0,0
497,Lokoya Howell Mountain Cabernet Sauvignon,2018,Cabernet Sauvignon,California,429,0.0,0
498,Orin Swift Cellars Machete,2019,Other Red Blends,California,54,4.8,8
499,Calera de Villiers Vineyard Pinot Noir,2017,Pinot Noir,California,75,0.0,0
500,Hess Select Cabernet Sauvignon,2018,Cabernet Sauvignon,California,19,3.9,112
501,Henschke Keyneton Estate Euphonium,2016,Other Red Blends,Australia,70,0.0,0
502,The Walls The Ramparts,2019,Rhone Red Blends,Washington,65,0.0,0
503,Fess Parker The Big Easy,2019,Rhone Red Blends,California,37,0.0,0
504,Shannon Ridge High Elevation Zinfandel,2020,Zinfandel,California,23,3.6,17
505,Billecart-Salmon Brut Rose (375ML,half-bottle),Sparkling Rosé,France,49,4.5,115
506,Frank Family Vineyards Cabernet Sauvignon,2019,Cabernet Sauvignon,California,61,0.0,0
507,Graham's Vintage Port,2016,Port,Portugal,150,4.2,27
508,Marques de Riscal Rioja Reserva,2017,Tempranillo,Spain,23,4.1,29
509,Mumm Napa Brut,Prestige,Non-Vintage Sparkling Wine,California,24,4.0,715
510,J. Lassalle Cachet Or Premier Cru,Brut,Non-Vintage Sparkling Wine,France,39,4.1,12
511,Henri Champliau Cremant de Bourgogne Brut,Rose,Sparkling Rosé,France,26,4.0,105
512,Louis Martini Lot 1 Cabernet Sauvignon,2017,Cabernet Sauvignon,California,250,0.0,0
513,Dugat-Py Mazis-Chambertin Grand Cru,2003,Pinot Noir,France,629,0.0,0
514,El Enemigo Cabernet Franc,2018,Cabernet Franc,Argentina,26,3.9,42
515,Chateau d'Yquem Sauternes (375ML half-bottle),2016,Other Dessert,France,194,0.0,0
516,Larkmead Dr. Olmo Cabernet Sauvignon,2013,Cabernet Sauvignon,California,180,0.0,0
517,Eden Rift Terraces Pinot Noir,2018,Pinot Noir,California,59,4.8,21
518,Chateau Ducru-Beaucaillou (1.5 Liter Magnum),2019,Bordeaux Red Blends,France,449,0.0,0
519,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon,2019,Cabernet Sauvignon,California,135,4.4,5
520,Adami Bosco di Gica Prosecco,Superiore,Non-Vintage Sparkling Wine,Italy,19,4.4,144
521,Chateau Rieussec Sauternes (375ML half-bottle),2016,Other Dessert,France,31,4.2,53
522,Schug Sonoma Valley Cabernet Sauvignon,2018,Cabernet Sauvignon,California,38,4.4,10
523,Domaine de Triennes Rose,2021,Rosé,France,18,4.2,16
524,Tenuta degli Dei Le Redini,2019,Other Red Blends,Italy,40,0.0,0
525,Marietta Cellars Arme Cabernet Sauvignon,2019,Cabernet Sauvignon,California,34,4.0,30
526,Sine Qua Non Dangerous Birds Syrah,2007,Syrah/Shiraz,California,889,0.0,0
527,Tascante Ghiaia Nera,2019,Nerello Mascalese,Italy,22,3.5,111
528,Le Grand Courtage Rose,Brut,Sparkling Rosé,France,25,4.1,481
529,Stephane Coquillette Brut Carte,d'Or,Non-Vintage Sparkling Wine,France,49,0.0,0
530,Louis Martini Napa Valley Cabernet Sauvignon,2018,Cabernet Sauvignon,California,43,4.2,34
531,Heitz Cellar Napa Valley Cabernet Sauvignon (1.5 Liter Magnum),2016,Cabernet Sauvignon,California,139,0.0,0
532,Iron Horse Wedding Cuvee,2018,Vintage Sparkling Wine,California,56,0.0,0
533,Kendall-Jackson Grand Reserve Chardonnay,2020,Chardonnay,California,20,4.1,6
534,Chateau Leoville Las Cases,2010,Bordeaux Red Blends,France,338,4.3,35
535,William Fevre Chablis Vaulorent Premier Cru,2020,Chardonnay,France,129,0.0,0
536,Maui Sauvignon Blanc,2021,Sauvignon Blanc,Zealand,16,4.3,7
537,VillaViva Cotes de Thau Rose,2021,Rosé,France,22,4.3,56
538,OVIS Cabernet Sauvignon,2016,Cabernet Sauvignon,California,60,4.7,21
539,Moutard Brut Grande,Cuvee,Non-Vintage Sparkling Wine,France,40,4.0,83
540,R. Lopez de Heredia Rioja Vina Tondonia Gran Reserva,2001,Tempranillo,Spain,199,0.0,0
541,Marques de Caceres Rioja Crianza,2018,Tempranillo,Spain,20,3.8,24
542,Mount Eden Vineyards Estate Pinot Noir,2018,Pinot Noir,California,63,0.0,0
543,Kay Brothers Block 6 Shiraz,2018,Syrah/Shiraz,Australia,117,0.0,0
544,Chateau Haut-Brion,2018,Bordeaux Red Blends,France,714,4.8,13
545,Decoy Sauvignon Blanc,2021,Sauvignon Blanc,California,20,4.3,9
546,Chateau Larcis-Ducasse,2016,Bordeaux Red Blends,France,104,4.1,9
547,Beckstone Horse Heaven Hills Cabernet Sauvignon,2019,Cabernet Sauvignon,Washington,25,0.0,0
548,Stonestreet Estate Chardonnay,2018,Chardonnay,California,45,4.5,5
549,Domaine de la Solitude Cotes Du Rhone Red,2020,Rhone Red Blends,France,16,3.9,8
550,Jadix Picpoul de Pinet,2021,Picpoul,France,22,4.4,67
551,Bevan Cellars Proprietary Red EE Tench Vineyard,2016,Bordeaux Red Blends,California,229,4.1,17
552,Chateau Pape Clement,2018,Bordeaux Red Blends,France,105,4.7,17
553,Chateau Cos d'Estournel (1.5 Liter Magnum),2017,Bordeaux Red Blends,France,359,0.0,0
554,Elderton Shiraz,2017,Syrah/Shiraz,Australia,29,4.0,80
555,Chateau Lafite Rothschild,2002,Bordeaux Red Blends,France,899,0.0,0
556,Graham's 40 Year Old Tawny,Port,Port,Portugal,199,4.6,99
557,Mas Doix Les Crestes,2019,Other Red Blends,Spain,29,4.4,6
558,G.D. Vajra Barolo Albe,2018,Nebbiolo,Italy,50,4.2,9
559,Angels & Cowboys Proprietary Red,2019,Other Red Blends,California,23,4.2,36
560,Chateau Canon La Gaffeliere,2019,Bordeaux Red Blends,France,79,0.0,0
561,Roederer Estate Brut,Rose,Sparkling Rosé,California,35,4.2,113
562,Paul Hobbs Beckstoffer Las Piedras Cabernet Sauvignon,2014,Cabernet Sauvignon,California,319,0.0,0
563,El Enemigo Gran Enemigo Agrelo Single Vineyard,2016,Cabernet Franc,Argentina,120,0.0,0
564,Kosta Browne Gap's Crown Vineyard Pinot Noir,2020,Pinot Noir,California,139,0.0,0
565,DuMOL Wester Reach Pinot Noir,2020,Pinot Noir,California,74,0.0,0
566,Bruno Paillard Rose Premiere,Cuvee,Sparkling Rosé,France,65,4.6,41
567,Louis Roederer Collection,242,Non-Vintage Sparkling Wine,France,64,4.3,59
568,Cockburn's Vintage Port,2017,Port,Portugal,95,5.0,6
569,Ruinart Brut Rose (375ML,half-bottle),Sparkling Rosé,France,61,4.5,62
570,Pierre Paillard Les Parcelles Grand,Cru,Non-Vintage Sparkling Wine,France,53,4.8,12
571,Chateau Lilian Ladouys (375ML half-bottle),2019,Bordeaux Red Blends,France,14,0.0,0
572,Chateau Canon,2014,Bordeaux Red Blends,France,114,4.0,33
573,Olivier Leflaive Chassagne-Montrachet Abbaye de Morgeot Premier Cru,2019,Chardonnay,France,159,0.0,0
574,Caparzo Brunello di Montalcino,2017,Sangiovese,Italy,47,4.1,9
575,Cedar + Salmon Willamette Valley Pinot Noir,2018,Pinot Noir,Oregon,30,3.7,13
576,Brocard Vau de Vey Chablis Premier Cru,2020,Chardonnay,France,39,0.0,0
577,Lucien Albrecht Cremant d'Alsace,Brut,Non-Vintage Sparkling Wine,France,24,4.0,545
